booking_id;booking_date;customer_id;flight_id;booking_channel;fare_class;fare_family;ticket_price_usd;ancillary_revenue_usd;bags_count;seat_selection_flag;booking_status
BKG006271;2024-12-28;CUST0084;FLT00264;Corporate Desk;Premium Economy;Standard;$475,50;$0,00;0;0;Confirmed
BKG006272;2024-12-25;CUST0283;FLT00264;Mobile App;Economy;Basic;$296,10;$48,00;2;0;Confirmed
BKG006273;2024-11-27;CUST0060;FLT00264;Corporate Desk;Economy;Flex;$160,48;$0,00;0;1;Changed
BKG006274;2024-12-24;CUST0139;FLT00264;Travel Agency;Economy;Standard;$172,00;$30,00;1;1;Flown
BKG006275;2024-12-25;CUST0118;FLT00264;Web;Business;Standard;$480,00;$18,00;1;1;Confirmed
BKG006276;2025-01-07;CUST0122;FLT00265;Mobile App;Business;Standard;$513,60;$18,00;1;1;Flown
BKG006277;2024-12-27;CUST0137;FLT00265;Travel Agency;Business;Flex;$614,54;$18,00;1;1;Changed
BKG006278;2024-12-06;CUST0038;FLT00265;Web;Economy;Standard;$281,00;$30,00;1;0;No Show
BKG006279;2024-11-25;CUST0152;FLT00265;Web;Economy;Standard;$163,00;$12,00;0;0;Flown
BKG006280;2024-12-24;CUST0137;FLT00265;Web;Economy;Standard;$253,00;$30,00;1;1;Flown
BKG006281;2024-12-17;CUST0029;FLT00265;Web;Economy;Standard;$135,00;$18,00;1;0;Confirmed
BKG006282;2024-11-22;CUST0035;FLT00265;Mobile App;Economy;Standard;$269,00;$0,00;0;1;Confirmed
BKG006283;2024-12-08;CUST0147;FLT00265;Mobile App;Economy;Flex;$318,60;$30,00;1;1;Flown
BKG006284;2024-12-23;CUST0136;FLT00265;Corporate Desk;Premium Economy;Standard;$418,50;$0,00;0;0;Flown
BKG006285;2024-12-29;CUST0155;FLT00265;Web;Economy;Standard;$280,00;$30,00;1;1;Flown
BKG006286;2024-12-07;CUST0089;FLT00265;Corporate Desk;Economy;Basic;$131,40;$0,00;0;1;Flown
BKG006287;2025-01-15;CUST0223;FLT00265;Travel Agency;Economy;Standard;$228,00;$30,00;1;0;Flown
BKG006288;2024-12-24;CUST0071;FLT00265;Corporate Desk;Business;Basic;$585,36;$18,00;1;1;Confirmed
BKG006289;2024-12-01;CUST0266;FLT00265;Travel Agency;Premium Economy;Basic;$486,00;$18,00;1;0;Confirmed
BKG006290;2024-11-19;CUST0135;FLT00265;Mobile App;Business;Standard;$422,40;$18,00;1;0;No Show
BKG006291;2024-12-21;CUST0099;FLT00265;Mobile App;Economy;Flex;$182,90;$48,00;2;0;Flown
BKG006292;2024-12-10;CUST0048;FLT00265;Travel Agency;Economy;Flex;$260,78;$18,00;1;1;Changed
BKG006293;2024-12-18;CUST0046;FLT00265;Mobile App;Economy;Standard;$305,00;$18,00;1;0;Flown
BKG006294;2025-01-06;CUST0284;FLT00265;Travel Agency;Premium Economy;Standard;$501,00;$36,00;2;1;Flown
BKG006295;2024-11-24;CUST0090;FLT00265;Web;Economy;Standard;$280,00;$18,00;1;0;Flown
BKG006296;2025-01-12;CUST0059;FLT00265;Web;Business;Standard;$777,60;$18,00;1;0;Flown
BKG006297;2024-12-24;CUST0266;FLT00265;Mobile App;Economy;Flex;$215,94;$36,00;2;0;Flown
BKG006298;2024-12-11;CUST0243;FLT00265;Mobile App;Premium Economy;Flex;$607,11;$18,00;1;0;Flown
BKG006299;2024-12-19;CUST0221;FLT00265;Travel Agency;Economy;Standard;$227,00;$36,00;2;1;Flown
BKG006300;2024-11-21;CUST0107;FLT00265;Travel Agency;Economy;Flex;$384,68;$18,00;1;0;Flown
BKG006301;2024-12-19;CUST0172;FLT00266;Web;Premium Economy;Standard;$412,50;$18,00;1;1;Confirmed
BKG006302;2024-12-14;CUST0077;FLT00266;Travel Agency;Economy;Basic;$134,10;$18,00;1;1;Flown
BKG006303;2024-12-09;CUST0018;FLT00266;Mobile App;Economy;Standard;$337,00;$0,00;0;1;Flown
BKG006304;2024-12-17;CUST0165;FLT00266;Web;Economy;Basic;$252,00;$18,00;1;1;Flown
BKG006305;2025-01-03;CUST0192;FLT00266;Corporate Desk;Economy;Basic;$139,50;$18,00;1;0;Flown
BKG006306;2024-11-23;CUST0190;FLT00266;Web;Economy;Basic;$290,70;$48,00;2;0;Flown
BKG006307;2024-12-22;CUST0263;FLT00266;Mobile App;Economy;Basic;$288,90;$0,00;0;1;Flown
BKG006308;2025-01-05;CUST0178;FLT00266;Corporate Desk;Business;Flex;$370,99;$0,00;0;1;Flown
BKG006309;2025-01-15;CUST0191;FLT00266;Web;Economy;Standard;$164,00;$0,00;0;0;Flown
BKG006310;2025-01-04;CUST0025;FLT00266;Web;Economy;Standard;$348,00;$48,00;2;0;Confirmed
BKG006311;2025-01-03;CUST0154;FLT00266;Travel Agency;Economy;Standard;$276,00;$0,00;0;1;Flown
BKG006312;2024-12-17;CUST0178;FLT00266;Web;Economy;Standard;$304,00;$18,00;1;1;Flown
BKG006313;2024-11-20;CUST0084;FLT00266;Corporate Desk;Economy;Basic;$124,20;$48,00;2;1;Confirmed
BKG006314;2024-12-13;CUST0123;FLT00266;Mobile App;Economy;Standard;$125,00;$18,00;1;0;Flown
BKG006315;2024-11-24;CUST0290;FLT00266;Mobile App;Economy;Standard;$311,00;$18,00;1;1;Flown
BKG006316;2025-01-05;CUST0065;FLT00266;Web;Economy;Standard;$210,00;$30,00;1;1;Flown
BKG006317;2024-11-18;CUST0235;FLT00266;Web;Economy;Basic;$179,10;$0,00;0;1;Confirmed
BKG006318;2024-11-18;CUST0051;FLT00266;Travel Agency;Business;Flex;$945,89;$36,00;2;1;Flown
BKG006319;2025-01-14;CUST0297;FLT00266;Mobile App;Economy;Standard;$182,00;$18,00;1;0;Flown
BKG006320;2024-12-02;CUST0075;FLT00266;Corporate Desk;Business;Flex;$948,72;$36,00;2;1;No Show
BKG006321;2024-12-10;CUST0028;FLT00266;Travel Agency;Economy;Basic;$202,50;$30,00;1;1;Changed
BKG006322;2024-12-22;CUST0144;FLT00266;Web;Economy;Basic;$162,90;$36,00;2;0;Confirmed
BKG006323;2024-12-03;CUST0248;FLT00266;Web;Business;Standard;$357,60;$18,00;1;0;Flown
BKG006324;2024-12-21;CUST0181;FLT00266;Corporate Desk;Economy;Standard;$258,00;$18,00;1;1;Flown
BKG006325;2024-11-26;CUST0165;FLT00266;Corporate Desk;Economy;Standard;$145,00;$30,00;1;1;Flown
BKG006326;2025-01-04;CUST0288;FLT00267;Travel Agency;Economy;Standard;$353,00;$30,00;1;1;Flown
BKG006327;2024-12-04;CUST0115;FLT00267;Mobile App;Economy;Standard;$299,00;$0,00;0;1;Changed
BKG006328;2024-12-04;CUST0051;FLT00267;Travel Agency;Economy;Standard;$249,00;$12,00;0;1;No Show
BKG006329;2024-12-16;CUST0288;FLT00267;Corporate Desk;Economy;Flex;$319,78;$36,00;2;1;Flown
BKG006330;2024-12-27;CUST0100;FLT00267;Web;Business;Basic;$544,32;$36,00;2;0;Flown
BKG006331;2024-11-22;CUST0121;FLT00267;Web;Business;Flex;$382,32;$18,00;1;0;Flown
BKG006332;2024-12-24;CUST0201;FLT00267;Corporate Desk;Premium Economy;Standard;$315,00;$0,00;0;1;Flown
BKG006333;2024-12-08;CUST0225;FLT00267;Web;Business;Basic;$745,20;$18,00;1;0;Flown
BKG006334;2024-11-27;CUST0246;FLT00267;Mobile App;Economy;Standard;$333,00;$18,00;1;0;Flown
BKG006335;2024-12-28;CUST0200;FLT00267;Corporate Desk;Economy;Standard;$196,00;$30,00;1;0;Flown
BKG006336;2024-12-13;CUST0160;FLT00267;Corporate Desk;Economy;Standard;$342,00;$18,00;1;1;Flown
BKG006337;2024-12-06;CUST0271;FLT00267;Travel Agency;Economy;Basic;$243,00;$30,00;1;0;Flown
BKG006338;2024-11-26;CUST0183;FLT00267;Web;Premium Economy;Flex;$304,44;$0,00;0;0;Flown
BKG006339;2024-12-12;CUST0081;FLT00267;Travel Agency;Economy;Basic;$278,10;$18,00;1;0;Flown
BKG006340;2025-01-15;CUST0049;FLT00267;Travel Agency;Economy;Flex;$306,80;$18,00;1;0;Flown
BKG006341;2024-12-30;CUST0065;FLT00267;Travel Agency;Premium Economy;Basic;$460,35;$36,00;2;1;Flown
BKG006342;2025-01-08;CUST0133;FLT00267;Corporate Desk;Economy;Basic;$121,50;$48,00;2;1;Flown
BKG006343;2024-12-30;CUST0077;FLT00267;Travel Agency;Economy;Flex;$411,82;$18,00;1;0;Flown
BKG006344;2024-12-19;CUST0205;FLT00267;Mobile App;Economy;Standard;$260,00;$30,00;1;0;Flown
BKG006345;2025-01-15;CUST0272;FLT00267;Mobile App;Economy;Standard;$341,00;$18,00;1;0;Flown
BKG006346;2024-12-02;CUST0120;FLT00267;Web;Economy;Basic;$169,20;$18,00;1;1;Flown
BKG006347;2025-01-04;CUST0223;FLT00267;Travel Agency;Economy;Basic;$186,30;$30,00;1;1;Flown
BKG006348;2024-12-10;CUST0126;FLT00267;Mobile App;Economy;Basic;$313,20;$18,00;1;0;Flown
BKG006349;2024-12-25;CUST0039;FLT00267;Web;Business;Basic;$378,00;$18,00;1;1;Flown
BKG006350;2024-11-22;CUST0296;FLT00267;Mobile App;Economy;Basic;$321,30;$0,00;0;0;Flown
BKG006351;2024-12-26;CUST0090;FLT00268;Mobile App;Economy;Standard;$963,00;$36,00;2;0;Flown
BKG006352;2025-01-10;CUST0133;FLT00268;Web;Business;Standard;$1 152,00;$18,00;1;0;Flown
BKG006353;2024-12-24;CUST0195;FLT00268;Travel Agency;Economy;Basic;$561,60;$36,00;2;0;Flown
BKG006354;2024-12-04;CUST0071;FLT00268;Mobile App;Economy;Flex;$1 288,56;$36,00;2;1;Flown
BKG006355;2024-11-24;CUST0296;FLT00268;Travel Agency;Business;Standard;$1 696,80;$18,00;1;1;No Show
BKG006356;2025-01-08;CUST0014;FLT00268;Travel Agency;Business;Flex;$1 348,03;$0,00;0;0;Flown
BKG006357;2024-12-06;CUST0187;FLT00268;Corporate Desk;Economy;Flex;$659,62;$18,00;1;0;Flown
BKG006358;2025-01-10;CUST0261;FLT00268;Web;Business;Basic;$2 060,64;$36,00;2;1;Flown
BKG006359;2024-11-27;CUST0040;FLT00268;Mobile App;Economy;Standard;$882,00;$36,00;2;0;Confirmed
BKG006360;2024-12-05;CUST0296;FLT00268;Mobile App;Premium Economy;Basic;$1 389,15;$18,00;1;0;Flown
BKG006361;2024-11-30;CUST0234;FLT00268;Mobile App;Business;Flex;$2 039,04;$0,00;0;1;Flown
BKG006362;2024-11-28;CUST0155;FLT00268;Corporate Desk;Business;Basic;$2 278,80;$18,00;1;1;Flown
BKG006363;2024-12-05;CUST0055;FLT00268;Travel Agency;Economy;Standard;$538,00;$30,00;1;0;Flown
BKG006364;2024-11-27;CUST0019;FLT00268;Corporate Desk;Business;Standard;$2 253,60;$0,00;0;0;Flown
BKG006365;2024-12-11;CUST0066;FLT00268;Web;Economy;Flex;$938,10;$12,00;0;0;Flown
BKG006366;2024-12-02;CUST0161;FLT00268;Mobile App;Business;Flex;$1 452,82;$18,00;1;0;Flown
BKG006367;2024-12-06;CUST0289;FLT00268;Mobile App;Economy;Flex;$553,42;$48,00;2;0;Flown
BKG006368;2024-11-30;CUST0147;FLT00268;Mobile App;Economy;Flex;$656,08;$30,00;1;1;No Show
BKG006369;2024-11-27;CUST0063;FLT00268;Mobile App;Economy;Flex;$600,62;$48,00;2;0;Flown
BKG006370;2024-12-18;CUST0127;FLT00268;Web;Economy;Basic;$854,10;$18,00;1;1;Flown
BKG006371;2024-12-17;CUST0130;FLT00268;Corporate Desk;Economy;Basic;$451,80;$12,00;0;1;Flown
BKG006372;2025-01-10;CUST0102;FLT00268;Mobile App;Economy;Flex;$599,44;$30,00;1;1;Flown
BKG006373;2024-12-27;CUST0073;FLT00268;Mobile App;Economy;Basic;$722,70;$18,00;1;1;Flown
BKG006374;2024-12-16;CUST0141;FLT00268;Corporate Desk;Economy;Basic;$958,50;$18,00;1;0;Flown
BKG006375;2025-01-03;CUST0016;FLT00268;Travel Agency;Business;Flex;$1 784,16;$36,00;2;1;Confirmed
BKG006376;2024-12-21;CUST0227;FLT00269;Mobile App;Economy;Basic;$819,00;$30,00;1;1;Flown
BKG006377;2024-12-12;CUST0039;FLT00269;Mobile App;Economy;Standard;$932,00;$0,00;0;1;No Show
BKG006378;2024-11-18;CUST0226;FLT00269;Travel Agency;Economy;Standard;$827,00;$18,00;1;0;Flown
BKG006379;2024-12-01;CUST0266;FLT00269;Travel Agency;Economy;Standard;$964,00;$0,00;0;1;Flown
BKG006380;2024-12-16;CUST0293;FLT00269;Corporate Desk;Premium Economy;Basic;$951,75;$0,00;0;1;Flown
BKG006381;2024-12-30;CUST0277;FLT00269;Web;Premium Economy;Standard;$1 401,00;$36,00;2;1;Flown
BKG006382;2024-11-24;CUST0093;FLT00269;Web;Economy;Standard;$495,00;$18,00;1;1;Flown
BKG006383;2024-12-10;CUST0040;FLT00269;Web;Premium Economy;Standard;$1 483,50;$18,00;1;1;Flown
BKG006384;2024-12-19;CUST0224;FLT00269;Travel Agency;Economy;Standard;$847,00;$48,00;2;0;Flown
BKG006385;2024-12-27;CUST0019;FLT00269;Web;Economy;Basic;$919,80;$12,00;0;0;Flown
BKG006386;2024-12-14;CUST0087;FLT00269;Mobile App;Business;Standard;$1 917,60;$18,00;1;0;Flown
BKG006387;2025-01-01;CUST0200;FLT00269;Mobile App;Economy;Basic;$952,20;$0,00;0;1;Flown
BKG006388;2025-01-08;CUST0185;FLT00269;Travel Agency;Economy;Basic;$860,40;$18,00;1;0;No Show
BKG006389;2024-12-23;CUST0040;FLT00269;Mobile App;Premium Economy;Basic;$1 416,15;$18,00;1;0;Flown
BKG006390;2025-01-01;CUST0263;FLT00269;Corporate Desk;Economy;Standard;$1 040,00;$30,00;1;0;Flown
BKG006391;2024-12-20;CUST0186;FLT00269;Mobile App;Economy;Basic;$560,70;$18,00;1;1;Flown
BKG006392;2024-12-18;CUST0257;FLT00269;Corporate Desk;Economy;Standard;$938,00;$18,00;1;1;Flown
BKG006393;2025-01-14;CUST0030;FLT00269;Web;Economy;Basic;$703,80;$0,00;0;1;Flown
BKG006394;2025-01-07;CUST0133;FLT00269;Corporate Desk;Business;Standard;$2 409,60;$36,00;2;1;Flown
BKG006395;2024-12-07;CUST0159;FLT00269;Travel Agency;Premium Economy;Standard;$1 518,00;$18,00;1;0;Changed
BKG006396;2024-12-25;CUST0123;FLT00269;Web;Premium Economy;Basic;$1 246,05;$18,00;1;1;Flown
BKG006397;2024-11-25;CUST0142;FLT00269;Travel Agency;Economy;Basic;$418,50;$18,00;1;0;Confirmed
BKG006398;2025-01-02;CUST0092;FLT00269;Corporate Desk;Economy;Flex;$634,84;$30,00;1;0;Flown
BKG006399;2025-01-14;CUST0125;FLT00269;Travel Agency;Economy;Standard;$550,00;$18,00;1;1;Flown
BKG006400;2025-01-07;CUST0261;FLT00269;Travel Agency;Economy;Basic;$983,70;$48,00;2;0;Flown
BKG006401;2024-12-09;CUST0159;FLT00270;Corporate Desk;Business;Standard;$631,20;$18,00;1;1;Flown
BKG006402;2024-12-01;CUST0054;FLT00270;Mobile App;Economy;Standard;$210,00;$18,00;1;0;Confirmed
BKG006403;2024-11-23;CUST0136;FLT00270;Travel Agency;Economy;Standard;$166,00;$48,00;2;0;Flown
BKG006404;2025-01-12;CUST0078;FLT00270;Corporate Desk;Economy;Flex;$362,26;$12,00;0;1;Confirmed
BKG006405;2024-11-25;CUST0254;FLT00270;Corporate Desk;Economy;Standard;$277,00;$18,00;1;0;Flown
BKG006406;2024-12-22;CUST0001;FLT00270;Mobile App;Economy;Standard;$270,00;$36,00;2;1;Flown
BKG006407;2024-11-23;CUST0128;FLT00270;Corporate Desk;Economy;Flex;$390,58;$0,00;0;1;Flown
BKG006408;2024-12-06;CUST0256;FLT00270;Travel Agency;Economy;Flex;$197,06;$30,00;1;1;Flown
BKG006409;2024-11-18;CUST0263;FLT00270;Mobile App;Economy;Flex;$326,86;$18,00;1;0;Changed
BKG006410;2024-11-27;CUST0229;FLT00270;Corporate Desk;Economy;Basic;$171,00;$30,00;1;0;Flown
BKG006411;2025-01-13;CUST0224;FLT00270;Web;Business;Basic;$386,64;$0,00;0;0;Flown
BKG006412;2025-01-11;CUST0220;FLT00270;Web;Economy;Standard;$314,00;$36,00;2;1;No Show
BKG006413;2024-12-09;CUST0019;FLT00270;Travel Agency;Business;Standard;$477,60;$0,00;0;1;Flown
BKG006414;2024-11-28;CUST0195;FLT00270;Corporate Desk;Economy;Standard;$226,00;$12,00;0;1;Flown
BKG006415;2024-11-23;CUST0120;FLT00270;Mobile App;Economy;Flex;$224,20;$30,00;1;1;Changed
BKG006416;2024-12-04;CUST0107;FLT00270;Corporate Desk;Economy;Flex;$226,56;$0,00;0;0;Flown
BKG006417;2024-12-11;CUST0206;FLT00270;Web;Economy;Basic;$141,30;$30,00;1;0;Flown
BKG006418;2024-12-22;CUST0238;FLT00270;Mobile App;Economy;Basic;$229,50;$36,00;2;0;Flown
BKG006419;2024-11-26;CUST0250;FLT00270;Web;Economy;Flex;$207,68;$0,00;0;1;Flown
BKG006420;2024-11-29;CUST0243;FLT00270;Mobile App;Economy;Flex;$385,86;$30,00;1;1;Flown
BKG006421;2024-12-24;CUST0150;FLT00270;Corporate Desk;Economy;Basic;$286,20;$30,00;1;1;Flown
BKG006422;2024-11-18;CUST0171;FLT00270;Mobile App;Premium Economy;Flex;$516,84;$18,00;1;0;Confirmed
BKG006423;2024-11-20;CUST0087;FLT00270;Mobile App;Economy;Standard;$156,00;$18,00;1;1;Flown
BKG006424;2024-12-08;CUST0277;FLT00270;Web;Economy;Standard;$341,00;$18,00;1;1;Flown
BKG006425;2025-01-05;CUST0114;FLT00270;Mobile App;Economy;Standard;$321,00;$36,00;2;1;Flown
BKG006426;2024-12-24;CUST0002;FLT00271;Travel Agency;Business;Basic;$367,20;$18,00;1;0;Confirmed
BKG006427;2025-01-01;CUST0234;FLT00271;Mobile App;Economy;Basic;$197,10;$18,00;1;1;Flown
BKG006428;2024-12-18;CUST0107;FLT00271;Corporate Desk;Economy;Standard;$340,00;$30,00;1;0;Changed
BKG006429;2024-11-24;CUST0271;FLT00271;Mobile App;Economy;Standard;$148,00;$0,00;0;1;Flown
BKG006430;2024-12-24;CUST0137;FLT00271;Travel Agency;Economy;Standard;$244,00;$18,00;1;1;Flown
BKG006431;2024-11-29;CUST0008;FLT00271;Travel Agency;Economy;Flex;$328,04;$36,00;2;1;Flown
BKG006432;2025-01-05;CUST0133;FLT00271;Mobile App;Economy;Basic;$201,60;$30,00;1;1;Flown
BKG006433;2024-12-09;CUST0152;FLT00271;Travel Agency;Economy;Standard;$146,00;$48,00;2;1;Flown
BKG006434;2024-11-26;CUST0148;FLT00271;Web;Economy;Basic;$157,50;$18,00;1;0;Flown
BKG006435;2025-01-07;CUST0122;FLT00271;Web;Economy;Basic;$201,60;$30,00;1;0;Flown
BKG006436;2024-11-29;CUST0211;FLT00271;Mobile App;Economy;Flex;$230,10;$12,00;0;1;Flown
BKG006437;2024-12-22;CUST0287;FLT00271;Web;Economy;Standard;$286,00;$18,00;1;0;Flown
BKG006438;2025-01-10;CUST0173;FLT00271;Travel Agency;Economy;Standard;$280,00;$0,00;0;0;Flown
BKG006439;2024-12-05;CUST0287;FLT00271;Mobile App;Economy;Standard;$161,00;$30,00;1;1;Flown
BKG006440;2025-01-02;CUST0169;FLT00271;Web;Economy;Basic;$296,10;$18,00;1;0;Flown
BKG006441;2024-12-14;CUST0233;FLT00271;Mobile App;Economy;Standard;$344,00;$30,00;1;0;Flown
BKG006442;2024-12-30;CUST0234;FLT00271;Web;Economy;Basic;$145,80;$18,00;1;0;Confirmed
BKG006443;2024-12-30;CUST0053;FLT00271;Mobile App;Economy;Basic;$289,80;$30,00;1;0;Flown
BKG006444;2025-01-08;CUST0271;FLT00271;Travel Agency;Economy;Basic;$216,90;$18,00;1;1;Flown
BKG006445;2025-01-02;CUST0079;FLT00271;Web;Economy;Standard;$182,00;$18,00;1;0;Flown
BKG006446;2024-12-12;CUST0052;FLT00271;Corporate Desk;Economy;Standard;$324,00;$18,00;1;0;Flown
BKG006447;2024-12-31;CUST0229;FLT00271;Mobile App;Economy;Standard;$276,00;$30,00;1;0;Flown
BKG006448;2024-11-24;CUST0156;FLT00271;Travel Agency;Economy;Standard;$186,00;$18,00;1;0;Flown
BKG006449;2024-12-20;CUST0246;FLT00271;Travel Agency;Business;Basic;$328,32;$18,00;1;0;Flown
BKG006450;2025-01-03;CUST0244;FLT00271;Travel Agency;Economy;Flex;$390,58;$18,00;1;0;Confirmed
BKG006451;2024-12-28;CUST0079;FLT00272;Mobile App;Economy;Standard;$280,00;$30,00;1;0;Flown
BKG006452;2024-12-17;CUST0167;FLT00272;Mobile App;Economy;Standard;$314,00;$30,00;1;1;Flown
BKG006453;2024-12-18;CUST0092;FLT00272;Travel Agency;Premium Economy;Standard;$301,50;$36,00;2;0;Flown
BKG006454;2025-01-01;CUST0115;FLT00272;Travel Agency;Business;Flex;$710,83;$18,00;1;0;Flown
BKG006455;2024-12-29;CUST0274;FLT00272;Web;Economy;Basic;$183,60;$30,00;1;1;Flown
BKG006456;2024-12-14;CUST0109;FLT00272;Travel Agency;Economy;Basic;$297,90;$18,00;1;1;Flown
BKG006457;2025-01-11;CUST0029;FLT00272;Web;Economy;Standard;$290,00;$18,00;1;1;Flown
BKG006458;2025-01-16;CUST0050;FLT00272;Mobile App;Premium Economy;Flex;$389,40;$0,00;0;0;Flown
BKG006459;2024-11-21;CUST0233;FLT00272;Mobile App;Economy;Standard;$252,00;$36,00;2;0;Flown
BKG006460;2024-12-16;CUST0100;FLT00272;Corporate Desk;Economy;Basic;$316,80;$0,00;0;0;Flown
BKG006461;2025-01-10;CUST0234;FLT00272;Web;Economy;Standard;$326,00;$18,00;1;1;Flown
BKG006462;2024-12-14;CUST0135;FLT00272;Web;Economy;Basic;$171,00;$30,00;1;1;Flown
BKG006463;2025-01-08;CUST0003;FLT00272;Corporate Desk;Economy;Basic;$209,70;$12,00;0;1;Flown
BKG006464;2024-12-09;CUST0298;FLT00272;Web;Economy;Basic;$281,70;$48,00;2;0;Flown
BKG006465;2024-12-01;CUST0042;FLT00272;Corporate Desk;Economy;Basic;$118,80;$36,00;2;0;Flown
BKG006466;2024-12-28;CUST0161;FLT00272;Travel Agency;Economy;Standard;$285,00;$36,00;2;1;Flown
BKG006467;2024-11-28;CUST0082;FLT00272;Web;Economy;Basic;$141,30;$0,00;0;1;Flown
BKG006468;2025-01-16;CUST0117;FLT00272;Mobile App;Economy;Basic;$249,30;$36,00;2;1;Flown
BKG006469;2024-12-31;CUST0195;FLT00272;Corporate Desk;Economy;Flex;$323,32;$18,00;1;0;Flown
BKG006470;2025-01-08;CUST0090;FLT00272;Web;Economy;Standard;$277,00;$18,00;1;1;Flown
BKG006471;2024-12-25;CUST0205;FLT00272;Corporate Desk;Economy;Flex;$159,30;$0,00;0;0;Flown
BKG006472;2025-01-07;CUST0278;FLT00272;Travel Agency;Economy;Standard;$227,00;$12,00;0;0;Flown
BKG006473;2024-12-01;CUST0117;FLT00272;Corporate Desk;Business;Basic;$531,36;$36,00;2;0;Flown
BKG006474;2024-12-22;CUST0056;FLT00272;Web;Business;Flex;$928,90;$18,00;1;0;Confirmed
BKG006475;2024-12-17;CUST0291;FLT00272;Mobile App;Economy;Basic;$306,90;$12,00;0;0;Flown
BKG006476;2024-11-22;CUST0047;FLT00273;Travel Agency;Premium Economy;Flex;$246,03;$36,00;2;1;Confirmed
BKG006477;2024-12-14;CUST0169;FLT00273;Web;Premium Economy;Flex;$269,04;$18,00;1;0;Flown
BKG006478;2024-11-25;CUST0224;FLT00273;Web;Economy;Flex;$195,88;$36,00;2;1;Flown
BKG006479;2025-01-14;CUST0096;FLT00273;Corporate Desk;Economy;Standard;$108,00;$18,00;1;0;Flown
BKG006480;2024-12-10;CUST0202;FLT00273;Travel Agency;Economy;Flex;$152,22;$18,00;1;1;Flown
BKG006481;2025-01-08;CUST0156;FLT00273;Corporate Desk;Premium Economy;Basic;$205,20;$18,00;1;0;Flown
BKG006482;2024-11-22;CUST0103;FLT00273;Mobile App;Economy;Basic;$103,50;$36,00;2;1;Flown
BKG006483;2024-12-31;CUST0145;FLT00273;Travel Agency;Economy;Basic;$106,20;$36,00;2;0;Flown
BKG006484;2025-01-12;CUST0016;FLT00273;Web;Premium Economy;Standard;$147,00;$36,00;2;1;Flown
BKG006485;2024-12-16;CUST0031;FLT00273;Travel Agency;Economy;Standard;$130,00;$0,00;0;1;Flown
BKG006486;2024-12-15;CUST0079;FLT00273;Web;Premium Economy;Standard;$192,00;$36,00;2;0;Flown
BKG006487;2024-12-10;CUST0024;FLT00273;Travel Agency;Business;Basic;$334,80;$0,00;0;1;Confirmed
BKG006488;2025-01-14;CUST0113;FLT00273;Travel Agency;Economy;Standard;$72,00;$30,00;1;1;Confirmed
BKG006489;2024-12-15;CUST0043;FLT00273;Travel Agency;Premium Economy;Basic;$152,55;$0,00;0;0;Flown
BKG006490;2025-01-07;CUST0053;FLT00273;Travel Agency;Economy;Basic;$69,30;$12,00;0;1;Confirmed
BKG006491;2025-01-09;CUST0149;FLT00273;Corporate Desk;Business;Basic;$248,40;$18,00;1;1;Flown
BKG006492;2024-12-10;CUST0098;FLT00273;Web;Economy;Basic;$89,10;$30,00;1;1;No Show
BKG006493;2024-12-15;CUST0119;FLT00273;Corporate Desk;Economy;Basic;$97,20;$0,00;0;0;Flown
BKG006494;2024-12-08;CUST0023;FLT00273;Travel Agency;Economy;Basic;$109,80;$0,00;0;1;Flown
BKG006495;2024-12-24;CUST0215;FLT00273;Travel Agency;Premium Economy;Standard;$192,00;$36,00;2;0;Confirmed
BKG006496;2024-11-20;CUST0001;FLT00273;Mobile App;Business;Standard;$292,80;$18,00;1;1;Flown
BKG006497;2024-12-18;CUST0163;FLT00273;Corporate Desk;Premium Economy;Standard;$183,00;$36,00;2;0;Flown
BKG006498;2025-01-14;CUST0222;FLT00273;Mobile App;Economy;Standard;$170,00;$18,00;1;1;Flown
BKG006499;2024-11-28;CUST0247;FLT00273;Web;Economy;Basic;$148,50;$36,00;2;0;Flown
BKG006500;2025-01-12;CUST0164;FLT00273;Travel Agency;Business;Standard;$240,00;$18,00;1;1;Flown
BKG006501;2025-01-01;CUST0122;FLT00274;Mobile App;Premium Economy;Standard;$117,00;$0,00;0;1;Flown
BKG006502;2024-12-25;CUST0207;FLT00274;Mobile App;Economy;Basic;$84,60;$0,00;0;1;Flown
BKG006503;2025-01-02;CUST0197;FLT00274;Travel Agency;Economy;Standard;$153,00;$30,00;1;0;Flown
BKG006504;2024-12-12;CUST0282;FLT00274;Web;Economy;Standard;$106,00;$18,00;1;0;Flown
BKG006505;2024-12-13;CUST0077;FLT00274;Corporate Desk;Economy;Basic;$113,40;$18,00;1;0;Confirmed
BKG006506;2025-01-09;CUST0198;FLT00274;Corporate Desk;Economy;Flex;$112,10;$18,00;1;1;Flown
BKG006507;2024-12-11;CUST0278;FLT00274;Corporate Desk;Premium Economy;Basic;$183,60;$18,00;1;0;No Show
BKG006508;2024-12-16;CUST0224;FLT00274;Mobile App;Economy;Flex;$173,46;$48,00;2;1;Flown
BKG006509;2025-01-04;CUST0140;FLT00274;Corporate Desk;Economy;Basic;$140,40;$30,00;1;0;Flown
BKG006510;2024-11-28;CUST0176;FLT00274;Mobile App;Economy;Standard;$124,00;$12,00;0;0;Flown
BKG006511;2024-12-11;CUST0026;FLT00274;Mobile App;Economy;Basic;$86,40;$18,00;1;0;Flown
BKG006512;2025-01-06;CUST0052;FLT00274;Travel Agency;Economy;Flex;$145,14;$18,00;1;1;Flown
